t11,v11,c
21,3.8,77.11
21,3.8,75.94
21,3.8,72.44
21,3.8,75.94
21,3.8,75.68
20,3.8,75.16
21,3.8,75.16
21,3.8,75.16
21,3.8,76.59
21,3.8,76.59
20,3.8,75.16
21,3.8,76.46
21,3.8,75.16
21,3.8,76.46
21,3.8,76.33
21,3.8,77.75
21,3.8,75.94
21,3.8,77.75
21,3.8,74.39
21,3.8,74.52
20,3.8,75.16
21,3.8,73.87
21,3.8,72.96
21,3.8,74.52
21,3.8,76.98
21,3.8,76.98
20,3.8,74.52
20,3.8,73.09
20,3.8,75.81
21,3.8,74.52
21,3.8,75.03
20,3.8,75.03
21,3.8,75.81
21,3.8,76.46
21,3.8,77.37
21,3.8,75.94
20,3.8,78.01
21,3.8,75.81
20,3.8,77.11
21,3.8,74.39
21,3.8,75.16
21,3.8,73.74
21,3.8,75.81
21,3.8,75.16
21,3.8,73.74
21,3.8,73.74
21,3.8,75.16
21,3.8,71.67
21,3.8,74.52
21,3.8,76.33
20,3.8,73.09
21,3.8,75.16
21,3.8,75.16
21,3.8,74.52
20,3.8,75.03
21,3.8,72.96
20,3.8,73.87
21,3.8,75.03
21,3.8,75.42
21,3.8,73.74
21,3.8,73.74
21,3.8,73.61
21,3.8,73.74
21,3.8,72.96
21,3.8,74.52
21,3.8,73.74
21,3.8,75.03
21,3.8,74.39
20,3.8,72.96
21,3.8,74.39
21,3.8,73.74
21,3.8,74.65
21,3.8,75.94
20,3.8,75.03
21,3.8,73.87
21,3.8,75.81
21,3.8,72.96
21,3.8,74.39
21,3.8,74.65
21,3.8,73.74
21,3.8,75.29
21,3.8,73.87
21,3.8,73.09
21,3.8,72.44
21,3.8,75.03
21,3.8,73.74
21,3.8,71.02
21,3.8,73.09
21,3.8,73.09
21,3.8,73.74
21,3.8,73.09
21,3.8,72.31
21,3.8,71.8
21,3.8,75.03
21,3.8,72.31
21,3.8,73.09
21,3.8,72.44
21,3.8,73.09
21,3.8,73.09
21,3.8,73.09
21,3.8,72.96
20,3.8,72.31
21,3.8,72.31
20,3.8,71.8
21,3.8,73.74
21,3.8,73.74
21,3.8,73.09
21,3.8,72.44
21,3.8,73.35
21,3.8,73.87
21,3.8,72.44
21,3.8,73.09
21,3.8,73.22
21,3.8,72.44
21,3.8,71.67
21,3.8,72.44
21,3.8,71.67
21,3.8,72.96
21,3.8,71.54
21,3.8,72.44
21,3.8,72.44
21,3.8,72.44
21,3.8,73.09
21,3.8,72.31
21,3.8,72.44
21,3.8,73.09
20,3.8,73.74
21,3.8,73.74
21,3.8,72.96
21,3.8,72.19
21,3.8,73.61
21,3.8,72.44
21,3.8,72.44
21,3.8,71.02
21,3.8,72.44
21,3.8,74.65
20,3.8,70.24
21,3.8,71.02
21,3.8,71.8
21,3.8,72.44
21,3.8,71.8
21,3.8,70.5
21,3.8,71.8
21,3.8,71.15
21,3.8,71.8
21,3.8,72.31
21,3.8,71.93
21,3.8,71.67
21,3.8,73.09
21,3.8,70.24
21,3.8,73.35
21,3.8,70.89
21,3.8,71.54
21,3.8,72.96
21,3.8,70.5
21,3.8,71.8
21,3.8,71.8
21,3.8,71.15
21,3.8,70.24
21,3.8,70.89
21,3.8,71.02
21,3.8,72.57
21,3.8,71.8
21,3.8,72.57
21,3.8,73.09
21,3.8,71.02
21,3.8,71.02
21,3.8,70.24
21,3.8,70.37
21,3.8,71.02
21,3.8,71.02
21,3.8,71.02
21,3.8,71.02
21,3.8,71.02
21,3.8,71.02
21,3.8,70.24
21,3.8,70.89
21,3.8,71.02
21,3.8,70.37
21,3.8,71.02
21,3.8,70.37
21,3.8,72.57
21,3.8,69.59
21,3.8,70.37
21,3.8,71.67
21,3.8,71.67
21,3.8,71.67
21,3.8,70.37
21,3.8,70.89
21,3.8,73.74
21,3.8,70.37
21,3.8,71.15
21,3.8,70.37
21,3.8,69.59
21,3.8,70.5
21,3.8,69.59
21,3.8,69.72
21,3.8,68.3
21,3.8,69.59
21,3.8,71.02
21,3.8,72.44
21,3.8,71.28
21,3.8,69.59
21,3.8,69.72
21,3.8,70.37
21,3.8,71.02
21,3.8,73.22
21,3.8,71.93
21,3.8,71.02
21,3.8,69.59
21,3.8,70.5
21,3.8,71.02
21,3.8,70.37
21,3.8,71.15
21,3.8,70.37
21,3.8,71.02
21,3.8,71.67
21,3.8,71.02
21,3.8,71.02
21,3.8,70.37
21,3.8,68.17
21,3.8,68.82
21,3.8,68.82
21,3.8,70.24
21,3.8,71.02
21,3.8,71.02
21,3.8,69.59
21,3.8,68.95
21,3.8,70.5
21,3.8,70.89
21,3.8,71.28
21,3.8,71.93
21,3.8,70.5
21,3.8,69.08
21,3.8,69.72
21,3.8,68.95
21,3.8,71.15
21,3.8,70.5
21,3.8,69.72
21,3.8,68.95
21,3.8,68.17
21,3.8,71.02
21,3.8,69.08
21,3.8,69.08
21,3.8,70.37
21,3.8,69.59
21,3.8,67.52
21,3.8,68.95
21,3.8,69.08
21,3.8,68.95
21,3.8,69.08
21,3.8,68.95
21,3.8,69.59
21,3.8,69.08
21,3.8,69.59
21,3.8,70.63
21,3.8,67.65
21,3.8,68.3
21,3.8,68.3
21,3.8,69.85
21,3.8,69.72
21,3.8,68.82
21,3.8,68.43
21,3.8,70.5
21,3.8,68.3
21,3.8,68.3
21,3.8,69.59
21,3.8,68.17
21,3.8,68.95
20,3.8,68.95
20,3.8,68.95
21,3.8,69.08
21,3.8,68.95
21,3.8,69.85
21,3.8,70.5
21,3.8,69.08
21,3.8,69.85
21,3.8,68.3
21,3.8,68.95
20,3.8,68.95
21,3.8,67.52
21,3.8,69.72
21,3.8,69.21
21,3.8,68.3
21,3.8,68.3
20,3.8,68.95
21,3.8,67.65
21,3.8,69.08
21,3.8,68.95
21,3.8,68.95
21,3.8,68.17
21,3.8,67.52
21,3.8,67.65
21,3.8,68.3
21,3.8,68.3
21,3.8,67.52
21,3.8,69.59
21,3.8,69.08
21,3.8,67.65
22,3.8,69.98
21,3.8,69.08
21,3.8,68.82
21,3.8,68.43
21,3.8,68.43
21,3.8,68.17
21,3.8,68.17
21,3.8,67.65
21,3.8,68.82
21,3.8,67.65
21,3.8,68.95
21,3.8,67.0
21,3.8,68.3
21,3.8,66.87
21,3.8,66.23
21,3.8,67.78
21,3.8,69.08
21,3.8,67.65
21,3.8,66.87
21,3.8,68.95
21,3.8,68.3
21,3.9,68.3
22,3.8,67.65
21,3.8,68.17
21,3.8,68.95
21,3.9,68.3
21,3.8,67.52
21,3.8,69.85
21,3.8,68.3
21,3.8,68.43
21,3.8,69.85
21,3.8,67.65
21,3.8,67.65
21,3.8,67.52
21,3.8,68.95
21,3.8,69.72
21,3.8,67.78
21,3.8,67.65
21,3.8,66.87
21,3.8,67.65
21,3.8,67.65
21,3.9,67.65
21,3.8,67.0
21,3.8,67.65
21,3.8,64.03
21,3.8,67.65
21,3.8,66.23
21,3.8,68.3
21,3.8,68.56
21,3.9,65.58
21,3.8,66.87
22,3.8,67.65
21,3.8,67.52
21,3.8,67.52
21,3.8,66.36
21,3.8,69.21
21,3.8,67.0
21,3.8,67.0
21,3.8,68.56
21,3.8,67.78
21,3.9,66.23
21,3.8,67.52
21,3.8,66.87
21,3.8,68.3
21,3.8,67.0
21,3.8,68.43
21,3.9,66.1
21,3.8,66.23
21,3.8,67.65
21,3.8,67.0
21,3.8,66.23
21,3.8,66.23
21,3.9,66.23
21,3.8,67.65
21,3.8,65.58
22,3.8,68.43
22,3.8,67.78
21,3.8,67.78
21,3.9,65.58
21,3.8,67.13
21,3.8,66.23
21,3.8,67.78
21,3.8,66.23
21,3.8,67.65
21,3.8,66.36
21,3.8,65.58
21,3.9,65.45
21,3.8,69.08
21,3.8,66.87
21,3.9,64.8
21,3.9,66.1
21,3.8,66.23
21,3.8,67.65
21,3.8,66.23
21,3.8,65.58
21,3.8,66.1
21,3.8,66.36
21,3.8,67.78
21,3.8,64.93
21,3.9,65.45
21,3.8,64.93
21,3.8,64.8
21,3.9,64.93
21,3.9,64.8
21,3.8,64.8
21,3.8,65.58
21,3.8,66.23
21,3.8,65.58
22,3.8,67.0
21,3.9,64.15
21,3.8,65.58
21,3.9,66.1
21,3.9,66.23
21,3.8,64.8
21,3.9,66.23
21,3.8,65.58
21,3.8,67.0
21,3.8,64.93
21,3.8,65.06
21,3.8,67.78
21,3.9,66.49
21,3.8,64.93
21,3.8,64.28
21,3.8,65.58
21,3.8,66.23
21,3.8,64.28
21,3.8,66.23
21,3.8,65.58
21,3.8,64.15
21,3.8,65.71
21,3.8,64.28
21,3.8,63.51
21,3.8,66.36
21,3.8,65.58
21,3.8,67.0
21,3.9,64.93
21,3.9,64.15
21,3.8,64.8
21,3.9,65.71
21,3.9,64.15
21,3.9,64.15
21,3.8,65.58
21,3.8,64.93
21,3.9,65.58
21,3.9,64.15
20,3.9,64.15
21,3.8,65.58
21,3.9,64.93
21,3.8,64.8
21,3.8,66.36
21,3.8,66.49
21,3.8,65.71
21,3.9,63.38
21,3.9,64.15
21,3.8,65.84
21,3.9,65.58
21,3.8,65.58
21,3.8,64.93
20,3.9,64.93
21,3.9,64.28
21,3.8,64.93
21,3.8,64.28
21,3.9,65.06
21,3.9,64.15
21,3.8,64.15
20,3.8,66.23
21,3.8,63.51
21,3.9,63.64
21,3.8,64.28
21,3.9,64.93
21,3.8,64.93
21,3.8,63.64
21,3.9,64.28
21,3.9,64.15
21,3.9,64.8
21,3.9,65.58
21,3.8,63.51
21,3.8,64.8
21,3.8,64.15
21,3.8,65.71
21,3.9,65.84
21,3.8,65.71
21,3.8,65.84
21,3.9,63.51
21,3.9,64.15
21,3.9,62.73
21,3.9,65.06
21,3.9,62.73
21,3.9,62.86
21,3.9,63.51
21,3.9,62.86
21,3.8,62.73
21,3.9,64.15
21,3.9,63.51
21,3.9,62.86
21,3.9,62.08
21,3.9,62.73
21,3.9,64.15
21,3.8,62.86
21,3.8,64.28
21,3.8,64.28
21,3.8,63.51
21,3.8,62.86
21,3.8,63.51
21,3.8,63.51
21,3.8,64.28
21,3.9,64.93
21,3.9,63.51
21,3.9,63.64
22,3.9,64.93
21,3.8,62.86
21,3.8,62.86
21,3.9,64.41
21,3.9,64.28
21,3.9,64.41
21,3.9,63.51
21,3.9,63.51
21,3.9,62.08
21,3.9,62.73
21,3.9,62.86
21,3.9,62.08
21,3.9,62.08
21,3.9,62.86
21,3.9,63.38
21,3.9,63.64
21,3.9,63.51
21,3.9,62.08
21,3.9,62.08
21,3.9,62.21
21,3.9,62.86
21,3.9,62.86
21,3.9,63.51
21,3.9,62.86
21,3.9,62.86
21,3.9,64.28
21,3.8,62.86
21,3.9,62.21
21,3.9,62.86
21,3.8,61.56
21,3.9,62.21
21,3.9,62.86
21,3.9,64.41
21,3.9,63.51
21,3.9,62.21
21,3.9,62.08
21,3.9,62.86
21,3.8,64.41
21,3.9,61.31
21,3.9,62.08
21,3.8,62.21
21,3.9,62.86
21,3.9,62.21
21,3.8,62.86
21,3.8,63.77
21,3.9,63.51
21,3.9,62.21
21,3.9,62.21
21,3.9,61.43
21,3.9,61.31
21,3.9,62.21
21,3.9,62.86
21,3.9,61.43
21,3.9,62.08
21,3.9,62.99
21,3.9,60.66
21,3.9,62.86
21,3.9,61.43
21,3.8,62.21
21,3.8,62.86
21,3.9,62.86
21,3.9,59.36
21,3.9,61.43
21,3.9,62.21
21,3.9,61.69
21,3.9,62.86
21,3.8,61.56
21,3.9,61.43
21,3.9,60.79
21,3.9,62.99
21,3.9,63.64
21,3.8,61.56
21,3.8,62.86
21,3.9,62.86
21,3.9,60.79
21,3.9,62.21
21,3.9,60.79
21,3.8,62.34
21,3.8,62.99
21,3.9,62.21
21,3.9,62.21
21,3.9,60.79
21,3.9,61.43
22,3.9,60.14
21,3.9,60.79
21,3.9,62.99
21,3.9,62.86
21,3.9,60.66
21,3.9,62.86
21,3.8,62.99
22,3.9,62.34
21,3.9,62.34
21,3.8,62.34
21,3.9,60.92
21,3.9,60.79
21,3.9,60.14
22,3.8,62.21
21,3.9,62.34
21,3.9,61.56
21,3.9,60.79
21,3.9,61.56
21,3.9,60.14
21,3.9,61.56
21,3.8,61.43
20,3.9,62.99
21,3.9,62.08
21,3.9,60.79
21,3.9,60.79
21,3.9,62.34
21,3.9,60.01
22,3.9,60.92
21,3.9,59.36
21,3.9,60.79
21,3.9,60.14
21,3.9,59.36
21,3.9,60.14
21,3.9,60.79
21,3.9,59.49
21,3.9,60.79
21,3.9,59.49
21,3.9,60.14
21,3.9,60.92
21,3.9,61.43
21,3.9,59.49
21,3.9,60.14
21,3.9,61.43
21,3.9,58.71
21,3.9,60.79
21,3.9,59.36
21,3.9,59.36
21,3.9,60.79
21,3.9,59.36
21,3.9,59.36
21,3.9,62.21
21,3.9,60.79
21,3.9,60.79
21,3.9,60.14
21,3.9,60.14
21,3.9,58.71
21,3.9,60.79
21,3.9,59.36
21,3.9,59.36
21,3.9,59.36
21,3.9,60.14
21,3.9,60.14
21,3.9,60.14
21,3.9,60.14
21,3.9,60.14
21,3.9,60.92
21,3.9,60.92
21,3.9,59.23
21,3.9,58.71
21,3.9,59.49
21,3.9,59.36
21,3.9,60.14
21,3.9,59.23
21,3.9,60.14
21,3.9,59.49
21,3.9,60.14
21,3.9,59.49
21,3.9,59.36
21,3.9,59.49
21,3.9,59.36
21,3.9,60.14
21,3.9,60.01
21,3.9,59.36
21,3.9,60.14
21,3.9,60.14
21,3.9,60.01
21,3.9,59.36
21,3.9,61.43
21,3.9,60.14
21,3.9,58.71
21,3.9,58.59
21,3.9,59.36
21,3.9,59.49
21,3.9,59.49
21,3.9,59.36
22,3.9,60.27
22,3.9,60.92
21,3.9,59.36
21,3.9,57.94
21,3.9,60.27
21,3.9,59.49
21,3.9,59.49
21,3.9,60.14
21,3.9,58.71
21,3.9,59.49
21,3.9,59.49
21,3.9,57.94
21,3.9,58.71
21,3.9,60.01
21,3.9,59.49
21,3.9,60.92
21,3.9,58.59
21,3.8,61.05
21,3.9,57.94
21,3.9,57.16
21,3.9,57.94
21,3.9,58.07
21,3.9,59.62
21,3.9,58.07
21,3.9,60.14
21,3.9,59.62
21,3.8,59.75
21,3.9,57.94
21,3.9,58.71
21,3.9,59.49
21,3.9,57.94
21,3.9,59.49
21,3.9,59.49
21,3.9,58.84
21,3.9,59.49
22,3.9,58.71
21,3.9,59.36
22,3.9,59.49
21,3.9,57.81
21,3.9,57.94
21,3.9,57.94
21,3.9,58.71
21,3.9,57.42
21,3.9,57.29
21,3.9,58.71
21,3.9,57.94
21,3.9,58.07
21,3.9,57.94
21,3.9,57.94
21,3.9,57.29
21,3.9,57.29
21,3.9,59.49
21,3.9,57.29
21,3.9,58.07
21,3.9,58.07
21,3.9,58.07
21,3.9,57.29
21,3.9,58.84
21,3.9,58.07
21,3.9,57.16
21,3.9,57.29
21,3.9,58.84
21,3.9,57.29
21,3.9,56.64
21,3.9,58.07
21,3.9,58.07
21,3.9,59.62
21,3.9,58.84
21,3.9,59.62
21,3.9,58.07
22,3.9,58.07
22,3.9,58.07
21,3.9,56.64
21,3.9,57.42
21,3.9,58.07
21,3.9,56.64
21,3.9,56.64
21,3.9,57.42
21,3.9,57.94
22,3.9,58.07
21,3.9,56.64
21,3.9,56.51
21,3.9,55.99
22,3.9,56.64
21,3.9,58.71
21,3.9,56.64
21,3.9,57.29
21,3.9,57.42
21,3.9,57.42
22,3.9,58.71
21,3.9,58.2
21,3.9,58.2
22,3.9,58.2
21,3.9,57.29
21,3.9,57.42
21,3.9,57.42
22,3.9,56.77
21,3.9,58.2
21,3.9,57.42
21,3.9,58.2
21,3.9,57.42
22,3.9,57.55
21,3.9,58.07
21,3.9,58.2
21,3.9,57.42
22,3.9,58.2
21,3.9,58.2
21,3.9,56.77
21,3.9,57.42
21,3.9,57.42
21,3.9,57.42
21,3.9,55.87
21,3.9,58.84
21,3.9,58.71
22,3.9,59.49
21,3.9,58.07
21,3.9,58.84
21,3.9,59.49
21,3.9,58.07
21,3.9,57.29
21,3.9,57.29
21,3.9,58.71
21,3.9,53.92
21,3.9,55.35
21,3.9,57.55
21,3.9,58.2
21,3.9,55.99
21,3.9,57.42
21,3.9,56.12
22,3.9,57.55
21,3.9,56.64
21,3.9,55.99
21,3.9,55.35
21,3.9,56.12
21,3.9,56.12
21,3.9,54.57
21,3.9,55.35
22,3.9,55.22
21,3.9,57.55
21,3.9,54.57
22,3.9,55.99
21,3.9,55.35
21,3.9,55.35
21,3.9,55.35
21,3.9,55.99
21,3.9,55.99
21,3.9,55.87
22,3.9,54.57
21,3.9,56.77
21,3.9,55.99
21,3.9,55.35
21,3.9,55.99
21,3.9,54.57
21,3.9,57.55
21,3.9,55.22
22,3.9,55.35
21,3.9,55.22
22,3.9,54.57
21,3.9,55.99
21,3.9,56.12
21,3.9,55.99
21,3.9,57.55
21,3.9,56.12
21,3.9,55.35
21,3.9,55.22
21,3.9,56.51
21,3.9,56.77
22,3.9,57.55
21,3.9,55.22
21,3.9,57.55
21,3.9,55.99
21,3.9,55.99
22,3.9,56.64
21,3.9,55.99
21,3.9,57.55
21,3.9,57.55
21,3.9,55.99
21,3.9,55.22
21,3.9,55.35
21,3.9,57.55
21,3.9,54.44
21,3.9,56.77
21,3.9,55.99
21,3.9,55.99
22,3.9,55.99
21,3.9,55.99
22,3.9,56.77
21,3.9,55.99
22,3.9,55.35
21,3.9,55.22
21,3.9,55.35
21,3.9,55.35
21,3.9,55.35
21,3.9,56.12
21,3.9,56.12
22,3.9,55.35
21,3.9,55.35
21,3.9,55.35
21,3.9,54.57
21,3.9,53.79
21,3.9,57.55
21,3.9,55.22
21,3.9,54.7
21,3.9,56.77
21,3.9,56.12
21,3.9,55.99
21,3.9,56.12
21,3.9,56.12
22,3.9,55.99
21,3.9,54.57
21,3.9,54.7
21,3.9,54.7
21,3.9,55.22
21,3.9,56.12
21,3.9,55.35
21,3.9,55.35
21,3.9,54.57
21,3.9,53.92
22,3.9,53.92
21,3.9,55.35
22,3.9,55.48
21,3.9,55.35
21,3.9,53.15
21,3.9,55.35
21,3.9,53.92
22,3.9,53.79
21,3.9,55.35
21,3.9,55.35
21,3.9,56.64
21,3.9,55.22
21,3.9,56.77
22,3.9,55.99
21,3.9,55.99
21,3.9,55.99
21,3.9,55.99
21,3.9,54.7
21,3.9,56.64
21,3.9,55.99
21,3.9,54.05
21,3.9,54.57
21,3.9,55.35
21,3.9,55.22
21,3.9,55.35
21,3.9,55.99
22,3.9,56.77
21,3.9,55.48
22,3.9,56.77
21,3.9,57.55
21,3.9,55.48
21,3.9,53.92
21,3.9,55.35
21,3.9,55.99
22,3.9,56.77
22,3.9,55.35
21,3.9,55.35
22,3.9,56.12
21,3.9,56.25
22,3.9,55.35
22,3.9,57.55
21,3.9,54.7
21,3.9,55.35
22,3.9,55.48
21,3.9,53.79
21,3.9,55.35
22,3.9,55.99
21,3.9,55.35
21,3.9,55.48
22,3.9,55.48
22,3.9,55.35
21,3.9,55.35
21,3.9,55.35
22,3.9,56.12
22,3.9,55.35
22,3.9,55.35
22,3.9,55.35
21,3.9,55.99
21,3.9,54.05
22,3.9,56.12
22,3.9,55.35
22,3.9,54.44
22,3.9,54.7
22,3.9,54.7
21,3.9,56.12
22,3.9,54.57
22,3.9,53.27
21,3.9,52.63
22,3.9,52.63
21,3.9,53.4
21,3.9,51.85
21,3.9,53.27
22,3.9,52.63
22,3.9,52.63
22,3.9,52.63
22,3.9,52.63
21,3.9,52.63
22,3.9,52.5
21,3.9,52.63
21,3.9,51.85
21,3.9,51.85
21,3.9,51.72
21,3.9,52.63
21,3.9,51.98
21,3.9,51.2
22,3.9,53.27
21,3.9,53.4
22,3.9,52.76
22,3.9,51.85
22,3.9,54.18
21,3.9,52.63
22,3.9,51.98
21,3.9,51.85
21,3.9,51.85
21,3.9,51.85
22,3.9,53.27
22,3.9,51.98
21,3.9,53.4
22,3.9,52.63
22,3.9,53.4
22,3.9,53.4
22,3.9,52.63
21,3.9,52.63
22,3.9,51.98
22,3.9,51.07
21,3.9,51.85
21,3.9,50.43
22,3.9,53.53
22,3.9,51.98
21,3.9,51.98
21,3.9,52.63
22,3.9,51.98
21,3.9,50.55
22,3.9,51.98
21,3.9,51.98
21,3.9,53.4
22,3.9,51.85
21,3.9,51.2
22,3.9,52.63
21,3.9,52.63
22,3.9,52.63
21,3.9,52.76
21,3.9,53.27
22,3.9,52.5
22,3.9,52.63
21,3.9,51.98
21,3.9,51.98
22,3.9,51.85
22,3.9,51.98
22,3.9,51.85
22,3.9,52.63
22,3.9,51.72
21,3.9,52.63
22,3.9,51.85
22,3.9,52.63
21,3.9,52.63
21,3.9,54.05
22,3.9,54.7
22,3.9,54.7
22,3.9,54.05
22,3.9,54.7
21,3.9,54.05
22,3.9,54.7
22,3.9,53.92
21,3.9,53.27
21,3.9,52.5
21,3.9,54.05
22,3.9,53.27
22,3.9,53.92
22,3.9,50.94
21,3.9,54.05
22,3.9,52.5
22,3.9,52.5
21,3.9,54.05
22,3.9,54.05
21,3.9,54.05
21,3.9,50.55
21,3.9,50.43
21,3.9,51.98
22,3.9,51.2
22,3.9,52.76
22,3.9,51.98
21,3.9,51.33
21,3.9,52.76
21,3.9,50.43
22,3.9,51.2
22,3.9,50.43
21,3.9,51.2
21,3.9,52.11
22,3.9,51.2
22,3.9,50.55
21,3.9,50.55
21,3.9,51.33
22,3.9,51.33
22,3.9,49.91
22,3.9,49.91
21,3.9,50.55
21,3.9,50.55
21,3.9,51.33
22,3.9,50.55
22,3.9,51.33
22,3.9,50.55
22,3.9,49.78
22,3.9,49.78
21,3.9,49.91
22,3.9,52.11
22,3.9,49.91
22,3.9,49.13
22,3.9,50.68
22,3.9,50.55
22,3.9,49.91
22,3.9,52.11
21,3.9,50.55
22,3.9,49.78
21,3.9,49.91
22,3.9,49.0
21,3.9,48.48
22,3.9,49.91
21,3.9,50.68
22,3.9,49.91
21,3.9,49.91
21,3.9,50.04
22,3.9,50.04
22,3.9,50.55
22,3.9,51.2
22,3.9,51.46
21,3.9,52.11
22,3.9,51.33
21,3.9,49.78
21,3.9,51.33
21,3.9,51.2
22,3.9,51.33
22,3.9,49.13
22,3.9,50.43
21,3.9,51.33
22,3.9,51.33
21,3.9,51.2
22,3.9,51.33
22,3.9,51.98
22,3.9,50.43
21,3.9,51.85
21,3.9,51.85
21,3.9,52.63
22,3.9,51.2
21,3.9,51.98
21,3.9,53.4
21,3.9,51.98
21,3.9,52.63
22,3.9,51.2
22,3.9,51.2
21,3.9,51.85
21,3.9,51.98
21,3.9,51.2
21,3.9,51.98
21,3.9,50.55
21,3.9,51.98
22,3.9,51.98
21,3.9,51.98
22,3.9,51.2
21,3.9,51.33
21,3.9,51.85
21,3.9,51.07
22,3.9,52.63
21,3.9,50.55
21,3.9,51.98
21,3.9,51.98
21,3.9,52.63
22,3.9,51.2
20,3.9,51.98
21,3.9,53.53
22,3.9,52.11
21,3.9,50.55
21,3.9,53.27
21,3.9,51.98
21,3.9,52.63
21,3.9,52.11
22,3.9,51.33
21,3.9,51.2
22,3.9,51.98
21,3.9,51.33
22,3.9,53.4
22,3.9,51.85
21,3.9,51.33
21,3.9,50.55
21,3.9,50.55
21,3.9,50.43
21,3.9,52.76
21,3.9,50.43
22,3.9,52.11
21,3.9,50.68
21,3.9,51.98
22,3.9,51.2
21,3.9,50.55
21,3.9,51.98
21,3.9,51.98
21,3.9,50.55
22,3.9,51.2
21,3.9,51.33
22,3.9,51.33
22,3.9,52.11
22,3.9,51.33
21,3.9,50.43
21,3.9,50.55
22,3.9,51.85
21,3.9,50.43
21,3.9,50.55
21,3.9,51.33
21,3.9,51.46
21,3.9,51.33
22,3.9,51.33
21,3.9,51.33
22,3.9,51.46
22,3.9,49.78
22,3.9,51.33
21,3.9,50.55
22,3.9,50.55
21,3.9,51.33
21,3.9,52.11
21,3.9,50.55
22,3.9,49.91
22,3.9,49.78
21,3.9,51.2
21,3.9,52.11
21,3.9,51.2
21,3.9,50.55
22,3.9,52.11
21,3.9,50.55
21,3.9,50.55
21,3.9,51.2
21,3.9,50.55
21,3.9,49.91
21,3.9,51.33
21,3.9,49.13
21,3.9,50.55
21,3.9,50.68
21,3.9,50.55
21,3.9,49.91
22,3.9,49.13
21,3.9,49.91
21,3.9,48.48
21,3.9,49.91
21,3.9,51.2
21,3.9,49.91
21,3.9,49.91
21,3.9,49.78
22,3.9,50.55
22,3.9,49.91
21,3.9,50.68
21,3.9,49.91
21,3.9,49.91
22,3.9,49.91
21,3.9,48.35
21,3.9,49.13
21,3.9,49.91
21,3.9,49.91
21,3.9,48.35
21,3.9,49.91
21,3.9,49.91
21,3.9,49.91
21,3.9,49.13
21,3.9,49.13
21,3.9,49.91
21,3.9,50.55
21,3.9,51.46
21,3.9,51.46
21,3.9,49.91
22,3.9,49.91
21,3.9,49.91
21,3.9,49.91
21,3.9,48.35
21,3.9,51.33
21,3.9,49.91
21,3.9,49.91
21,3.9,50.04
21,3.9,50.55
21,3.9,50.68
21,3.9,49.91
21,3.9,49.91
21,3.9,49.26
21,3.9,49.26
21,3.9,48.61
21,3.9,47.58
21,3.9,47.83
22,3.9,50.17
21,3.9,48.61
21,3.9,49.26
22,3.9,48.48
21,3.9,49.91
21,3.9,50.81
21,3.9,49.26
21,3.9,49.39
21,3.9,49.26
22,3.9,47.83
21,3.9,49.13
21,3.9,47.83
21,3.9,49.26
21,3.9,48.48
22,3.9,49.26
21,3.9,50.04
21,3.9,47.83
22,3.9,49.26
21,3.9,49.26
21,3.9,47.06
21,3.9,48.48
22,3.9,49.26
22,3.9,48.61
22,3.9,48.48
21,3.9,48.48
21,3.9,49.26
21,3.9,49.26
21,3.9,47.71
22,3.9,47.83
21,3.9,50.04
21,3.9,48.48
21,3.9,47.71
21,3.9,49.26
21,3.9,49.26
21,3.9,49.26
21,3.9,48.48
21,3.9,48.48
21,3.9,49.26
22,3.9,49.26
21,3.9,49.26
21,3.9,48.61
21,3.9,48.48
21,3.9,50.55
22,3.9,49.91
21,3.9,49.91
21,3.9,49.91
21,3.9,49.91
21,3.9,49.91
21,3.9,49.13
22,3.9,50.55
21,3.9,49.91
21,3.9,49.91
21,3.9,49.91
21,3.9,50.04
21,3.9,49.91
21,3.9,50.68
21,3.9,49.26
21,3.9,50.55
21,3.9,49.91
21,3.9,49.91
21,3.9,49.26
21,3.9,48.48
21,3.9,48.61
21,3.9,49.26
21,3.9,49.26
21,3.9,49.91
21,3.9,48.35
21,3.9,49.13
21,3.9,49.26
21,3.9,49.26
21,3.9,47.71
21,3.9,47.83
21,3.9,50.04
21,3.9,49.26
21,3.9,49.26
21,3.9,48.48
22,3.9,47.71
21,3.9,50.04
22,3.9,49.26
21,3.9,48.48
21,3.9,49.26
21,3.9,47.71
21,3.9,50.04
21,3.9,47.71
21,3.9,49.26
21,3.9,50.04
22,3.9,49.26
21,3.9,49.26
21,3.9,48.48
21,3.9,49.26
21,3.9,50.04
21,3.9,47.83
21,3.9,47.83
21,3.9,49.39
21,3.9,47.83
21,3.9,49.26
21,3.9,47.83
21,3.9,50.04
21,3.9,50.17
21,3.9,47.83
21,3.9,47.83
21,3.9,47.83
21,3.9,48.61
21,3.9,47.83
22,3.9,48.61
21,3.9,49.26
21,3.9,47.83
21,3.9,47.83
21,3.9,47.06
22,3.9,48.61
21,3.9,47.83
22,3.9,47.83
22,3.9,47.71
22,3.9,47.96
22,3.9,48.61
22,3.9,47.83
22,3.9,47.19
21,3.9,48.48
22,3.9,47.06
22,3.9,47.83
22,3.9,47.83
22,3.9,47.06
21,3.9,47.83
21,3.9,47.83
21,3.9,47.71
21,3.9,46.41
22,3.9,44.86
21,3.9,49.39
21,3.9,47.19
22,3.9,47.83
21,3.9,47.83
22,3.9,47.19
